cM	CHR.PHYS	Heading Date	Protein Content	Plant Height	Thousand Kernel Weight	Yield	Fusarium Head Blight	Spike Emergence Period
13.73147744	1A	-0.0115874909239729	-0.0002610013811622	-0.0070645150842857	0.0038290836626273	0.0055024301004805	0.0092043670802098	-0.0001896559554387
13.73147744	1A	0.0087503571244128	-7.72407090518923e-06	0.008439314360867	-0.0027620517750707	-0.0094035593000239	-0.0009938062378988	0.0001174944362736
13.73147744	1A	-0.0005328499469587	-0.0004361702608132	0.0094868261321998	-0.0024321089707502	0.0013630101998122	-0.0069203639615656	0.0013656120106905
13.73147744	1A	-0.0100059368209474	-0.0004686681296651	-0.0104276238982356	0.014641561644059	0.0120056363662973	0.0080400298902572	-6.12191831963253e-05
13.73147744	1A	-0.0020105495329738	0.000187860173703	-0.0141825666764374	0.0041869547244334	-0.0090539754677874	0.0008732126297514	0.0020394749978926
13.73147744	1A	0.0090466873865836	0.0001577418863202	0.0051166238283972	-0.0061876558785159	-0.0006954828290432	0.0010115281396399	0.0004979796606415
13.73147744	1A	0.0076293723937199	0.0006526949395514	0.0004584308386229	-0.0155785392902873	-0.0070451755025866	-0.0117516057072242	0.00443106004449
16.67208629	1A	0.0069320066195479	0.0003585533088032	-0.0049766961744806	-0.0061249245605603	-0.0097797917618744	0.0017000052068895	0.004594099778352
16.7303803	1A	-0.0096188235904444	0.0005380890334952	0.008333229302179	0.0057336581284769	-0.0008034179494029	-0.0007947000672411	-0.0012595943307101
16.7303803	1A	0.0119109451698557	-0.0008087085778998	-0.0071621854393646	-0.0060710685639107	-0.0007994750976637	0.0032561568793704	-0.0025625255022578
16.7303803	1A	-0.0009510509498553	-0.0002626406803858	-0.0133789833632665	0.0036938181906839	-0.0004565061694749	0.0140238254088423	0.0002729009920973
19.34389499	1A	-0.012909158977544	-0.000588284476219	-0.0083082436803102	0.0106125189023161	-0.0021258895480586	0.0038004860702252	0.0035915617862785
19.73252171	1A	0.0089091943476301	-0.0001206249948838	0.0087294643978803	-0.0080714209267875	-0.0013255837413803	-0.0052158948227556	-0.0009923403608843
19.73252171	1A	-0.0020245632263045	-0.0008513618659753	-0.00780370322262	0.0042361631216831	0.0011280227275241	0.0076349783943738	-0.0005761698471984
21.54935162	1A	-0.0126275235461944	-0.0004564035699926	-0.0066440368796851	0.0152457029490056	0.005223509313211	0.0062830691661585	0.0027512412019256
21.54935162	1A	-0.0147709613622482	0.000257906899657	-0.0176894931061842	0.0106913080450222	0.0044722064050534	-0.0006401832208527	-0.0003419447064742
21.54935162	1A	-0.0090599663874102	-0.0005743868719458	-0.0150453833973045	0.0081893764294256	0.0049740382086525	0.0015259203724218	0.0013948842076489
24.06247108	1A	-0.0132761566674654	0.0001218852316925	-0.0155301259581701	0.0109623919521813	0.0006025237184453	-4.35780866507349e-05	-5.2612464883939e-06
24.40899657	1A	0.0128521383850711	-0.0003354326088276	-0.0003296377481428	-0.008224831097345	-0.0043964500642828	-0.0064098978831535	-0.0033748087751366
25.33846214	1A	0.0099157652864219	0.0006556137200802	0.007137765729723	-0.0040519180515682	-0.0048983184156558	-0.0011993037002474	-0.0037592083476522
25.33846214	1A	-0.010480490824608	0.0001234832845354	-0.0142667175435531	0.0099700684251869	0.0100206500822135	-0.0076793531031725	0.0010325752145123
25.33846214	1A	0.0135723522504186	-0.0001125401161204	-0.0058086210496379	-0.0060535891643781	-0.0016898044814631	0.00152597909085	-0.0043099609578347
26.59502187	1A	-0.0001200456567071	0.0001028252448003	-0.0029155489679922	-0.0057721180740321	0.0032236230427909	-0.0065050915120215	-0.0014136463591669
26.59502187	1A	0.0003003218542846	0.0005259201762679	-0.0231766508577767	-0.0052761120353088	-0.0069213524751464	0.0086499370686326	-0.0003506572269834
27.0710896	1A	-0.0011524089239557	0.000488825380502	0.0032326539797425	-0.0012291948473726	5.30412610146145e-05	0.0043990326245072	-0.0012230186139411
27.0710896	1A	4.23166301665614e-05	0.0005732489337004	-0.0031435496721229	0.0041652696504065	-0.0044091469566931	-0.0018561004143214	0.0017293622847797
27.0710896	1A	0.0011413327445869	-0.0007037909633705	0.0145082067552815	0.0051416762109743	0.0005983126149533	-0.0088133145347523	0.0022678057624818
27.0710896	1A	0.0002062757873337	-0.0003525988041442	0.0181007716065655	0.0041901472962245	-0.0006233746836275	-0.0116712425918124	0.001992451441589
28.7130375	1A	-0.0007123935184887	0.0003806307782942	-0.007918622512689	-6.17739474394894e-05	-0.0026784246392544	-0.0034013415703077	0.0014630422768888
28.91706652	1A	0.0012156504367275	-0.0006083559798176	-0.002933294752852	-0.0017374439453027	0.0101214395093627	-0.0044589942431941	-0.0007818143228433
28.91706652	1A	0.0011515952354544	-0.0005657936840076	0.0082883520810536	-0.0054690775840511	0.0008142642910583	0.0001929069077253	-0.0029223238418394
29.11137988	1A	-0.0045911827755589	0.0010660608168917	0.0043829791398292	-0.0015995535211837	-0.0027078543468853	-0.0163975181598821	-0.0017354060875349
29.11137988	1A	-0.0003720059763865	0.0001554759761424	0.0018164156584804	-0.0001405056765796	0.0033417307004918	0.0008814234557738	-0.0083578484371983
29.11137988	1A	0.0038301407820432	-0.0010636856926675	-0.0049197205993302	0.0050752446767749	0.004155441021965	0.0135501140771466	0.0015970877597218
29.11137988	1A	0.0005968954777241	-0.000244419585945	0.0052771282894235	0.0041946667674991	0.0049148948474329	0.0032578560821118	0.0018691440991186
29.11137988	1A	-0.0032889740878527	-3.43229996377086e-05	0.0075862811082936	0.0049642734417343	-0.0056279089420162	0.003490416488987	0.00530263120997
29.11137988	1A	-0.0017898947438966	0.0005764212562891	0.0070421651777488	-0.0014641112948202	-0.007271635076303	-0.0184512598036568	-0.0032590187084616
29.11137988	1A	-0.0036453308778975	-0.0005250527078871	0.0028628750872593	0.0063460177442914	0.002535466650617	0.0063196344967592	-0.0047867308534181
29.11137988	1A	0.0015066347502088	-0.000148888869679	0.0015635829840874	0.0005825385583755	0.0020506157575707	0.0078937614941341	-0.0037096339562101
29.11137988	1A	0.0015605631019707	-0.0002863710088636	-0.0025845476407596	0.0040429521588634	-0.003277695763348	-0.0033695532631909	0.0017009738363806
29.11137988	1A	-0.002606902859715	0.0005001529065642	0.0041596683762622	-0.0056333223933893	0.0020268398638619	-0.0147012320522845	-0.0019120478612995
29.11137988	1A	-0.009282606383946	-6.26069489086174e-05	0.0086664711737776	0.0209720993781987	0.0024285461318564	0.0049637173119123	-0.0002556385813506
29.11137988	1A	-0.0058072214074177	0.0013625931334112	0.0041224943682214	0.0020285445455234	-0.0195009249941732	0.0022263177402143	0.004498499483695
29.11137988	1A	0.0011319051043259	9.64284274788879e-05	-0.0015182638281222	0.0024159029121721	-0.0168357772533807	-0.0136782811971526	0.0007212319770394
29.67812718	1A	-0.000958688569172	-0.0006716434688595	-0.0071603854902031	-0.0054916828232355	-0.0019987187589712	0.0134266296186321	0.0003753656834377
29.67812718	1A	-0.0001884779284517	0.0013707527257869	0.0017230232064744	0.0022194802981998	0.0013321146822617	-0.0145012275135604	-0.0051452348582316
30.98650381	1A	-0.0009385694542308	9.3185616121296e-05	0.0074240737776692	-0.0060969979233619	0.0019301570334565	-0.0098638882193396	0.0012869919213108
30.98650381	1A	-0.0005248468334828	0.0001832332617055	0.0074337492823896	-0.0037864818566496	0.0048177354057074	0.0003201350220102	-0.0015489145664279
30.98650381	1A	0.0050302767659888	-8.84410718879475e-05	-0.0079898932882671	-0.0075806009642244	-0.0030049056474671	-0.0050927724381125	0.0019108985665846
33.85910298	1A	-0.0010445716631249	-0.0002824792050962	-0.0057211033689629	-0.003962347255903	0.0034393796780866	-0.0041482461153415	-0.0016056917225913
34.69788898	1A	0.0018377316132242	-0.0008114405313806	0.010267934350148	-0.0045844304335815	0.0016419977519756	0.0092643302999634	0.0010687572727862
34.89220234	1A	0.0107891252077528	-0.000264692661618	-0.0063439767322066	-0.0026589519785322	0.001618961929271	-0.004193940539601	-0.0014032174151213
35.06384581	1A	-0.0006582626743883	-8.99283596611907e-05	0.0060673172455759	-0.0028376534624669	0.0077908967755517	-0.0077319863997535	0.0020238808088496
35.23225072	1A	-0.0023240583628755	0.0002874485046484	0.0105716334966979	-0.001485171691692	-0.0025474911195637	-0.0075725458351064	0.0006873123519958
35.23225072	1A	0.0031489667450291	0.0001482521311682	-0.0064703996628214	0.0016801053898096	0.0014765587912053	0.010721462394021	-0.0014905929433032
35.23225072	1A	0.0009927638287437	0.0004543169562562	0.0062780215906236	-0.0056856371631511	-0.0106842211600429	-0.015116018586996	0.0020556723905641
35.23225072	1A	0.0015959108612648	-0.0001652163988513	0.0032416168516928	0.0010038920266241	0.0026605421762658	0.0082315452797766	-0.0017215465788392
35.23225072	1A	0.0011940893208686	-0.0002338288546396	-0.0055506044672206	-0.0018831191593102	0.000491767328649	0.0097710115889041	-0.0018325189942965
35.23225072	1A	-0.0012869736132077	-9.86963694594096e-05	0.0013401952921382	0.0007715496362245	0.0015467045852412	-0.0122167237429547	0.0019896647074907
35.23225072	1A	-0.0024577312002857	-0.0004818498101734	0.0078751042430841	-0.001546825551557	0.0007760069761301	-0.0145768796582919	0.0031969339794698
35.23225072	1A	0.0001569992781443	0.0003032398145916	0.0065063210145925	-0.0010109115046613	-0.0050602686387072	-0.0039442753506455	0.0004245928735867
35.23225072	1A	-0.0003001989539738	0.0003005077633513	0.0019494044965301	0.0056106842533553	-0.0004555540203861	0.0226483565668262	-0.0058823358355151
35.23548928	1A	1.16491852117633e-05	0.0003337871080232	0.0090772670839786	-0.0004907101501855	-0.0044088325613862	-0.0097001864973139	0.0020869465242108
35.40389419	1A	0.0005391406105624	0.0011448903507314	0.0001180298312306	0.0008420118320276	-0.0083664716762944	0.0129143521698275	0.0035047195528764
35.40389419	1A	-0.0006911040238354	0.0001665038584175	0.0018141375714617	-0.0037420987110916	-0.0075003359020757	-0.0077910241594252	0.0021842735808531
35.40389419	1A	-0.0069450636140091	-0.0003894676857911	-0.004496083052017	-0.0004873336919293	-0.0010104053040025	-0.0112001561602417	0.0073033301355184
35.40389419	1A	0.0054461665600672	-0.0002591864062667	0.0065373504643329	-0.0107405160193243	0.0029068224189751	0.0099066835863659	-0.0098806052997309
35.653263	1A	0.0016411966030477	-0.0003904048787805	0.0055077801562285	-0.0030287691129897	-0.0024759311972829	0.0001764921040724	0.0002272804736904
35.653263	1A	-0.0028415347131706	7.15633181750761e-05	-0.0009668459571967	-0.0026169544775008	0.0066993362306283	0.0076984963211551	-0.0022451640737612
35.653263	1A	0.006750855136885	-0.0003861717874611	0.0128594266086061	-0.0009702104292597	0.0005098850251218	0.0069057661368737	-0.0054651446921314
36.73494071	1A	0.0011548991235616	2.8142179253577e-05	-0.0027161575970837	-0.000930451095691	0.0004805091511935	0.0102107228105303	0.0003243715209876
36.73494071	1A	0.0032099606002153	0.0004092966960699	-0.0003842908523636	-0.0007722765438763	0.0048752489608885	0.0046578799105596	0.0007895382215188
37.03288786	1A	0.0017719188474188	-0.0003278852754093	0.0123156309176707	-0.0005948610339283	0.0018674972201022	0.0028424815843686	-0.007949346288323
37.03288786	1A	-0.0036059233523953	0.0004416465146821	0.0037624410274297	0.0091933744958033	-0.0025706913341505	-0.0144987795390059	-0.0014180128824326
